name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
90 Minutes in Heaven,PG-13,Drama,2015,"September 11, 2015 (United States)",4.8,3500,Michael Polish,Michael Polish,Kate Bosworth,United States,5000000,4842699,Astute Films,121
Tale of Tales,R,Drama,2015,"April 22, 2016 (United States)",6.4,27000,Matteo Garrone,Edoardo Albinati,Salma Hayek,Italy,0,5497104,Archimede,134
Ip Man 3,PG-13,Action,2015,"December 24, 2015 (Hong Kong)",7.1,51000,Wilson Yip,Tai-lee Chan,Donnie Yen,China,36000000,157029618,Golden Harvest Company,105
"McFarland, USA",PG,Biography,2015,"February 20, 2015 (United States)",7.4,36000,Niki Caro,Christopher Cleveland,Kevin Costner,United States,17000000,45710059,Mayhem Pictures,129
Strange Magic,PG,Animation,2015,"January 23, 2015 (United States)",5.8,10000,Gary Rydstrom,David Berenbaum,Evan Rachel Wood,United States,0,13603453,Buena Vista Negative Cutting,99
The Peanuts Movie,G,Animation,2015,"November 6, 2015 (United States)",7.1,43000,Steve Martino,Craig Schulz,Noah Schnapp,United States,99000000,246233113,Twentieth Century Fox Animation,88
Rock the Kasbah,R,Comedy,2015,"October 23, 2015 (United States)",5.5,11000,Barry Levinson,Mitch Glazer,Bill Murray,United States,15000000,3394174,Covert Media,106
The Sea of Trees,PG-13,Drama,2015,"August 26, 2016 (United States)",6.1,15000,Gus Van Sant,Chris Sparling,Matthew McConaughey,United States,25000000,906995,Bloom,110
Alvin and the Chipmunks: The Road Chip,PG,Animation,2015,"December 18, 2015 (United States)",5,18000,Walt Becker,Ross Bagdasarian,Jason Lee,United States,90000000,234798636,Fox 2000 Pictures,92
The Lazarus Effect,PG-13,Horror,2015,"February 27, 2015 (United States)",5.2,42000,David Gelb,Luke Dawson,Olivia Wilde,United States,3300000,38356892,Blumhouse Productions,83
Love the Coopers,PG-13,Comedy,2015,"November 13, 2015 (United States)",5.8,22000,Jessie Nelson,Steven Rogers,Steve Martin,United States,17000000,42426912,CBS Films,107
The 33,PG-13,Biography,2015,"November 13, 2015 (United States)",6.9,37000,Patricia Riggen,Mikko Alanne,Antonio Banderas,Chile,26000000,27972023,Alcon Entertainment,127
The Little Prince,PG,Animation,2015,"August 5, 2016 (United States)",7.7,58000,Mark Osborne,Irena Brignull,Jeff Bridges,France,81200000,97571250,Onyx Films,108
Louder Than Bombs,R,Drama,2015,"October 2, 2015 (Norway)",6.6,12000,Joachim Trier,Joachim Trier,Jesse Eisenberg,Norway,11000000,1160724,Motlys,109
The Gallows,R,Horror,2015,"July 10, 2015 (United States)",4.3,20000,Travis Cluff,Chris Lofing,Reese Mishler,United States,100000,42964410,New Line Cinema,81
The Ones Below,R,Drama,2015,"May 27, 2016 (United States)",6.1,9700,David Farr,David Farr,ClÃ©mence PoÃ©sy,United Kingdom,0,121827,Cuba Pictures,87
Southbound,R,Horror,2015,"February 9, 2016 (United States)",5.9,17000,Directors,Matt Bettinelli-Olpin,Chad Villella,United States,0,35275,Soapbox Films,89
Men & Chicken,Not Rated,Comedy,2015,"February 5, 2015 (Denmark)",6.7,11000,Anders Thomas Jensen,Anders Thomas Jensen,David Dencik,Denmark,0,4765472,M&M Productions,104
Hyena Road,R,Action,2015,"October 9, 2015 (Canada)",6.5,7300,Paul Gross,Paul Gross,Rossif Sutherland,Canada,0,87768,Rhombus Media,120
Slow West,R,Action,2015,"April 16, 2015 (United States)",6.9,44000,John Maclean,John Maclean,Kodi Smit-McPhee,United Kingdom,2000000,1295574,Film4,84
The End of the Tour,R,Biography,2015,"November 12, 2015 (Brazil)",7.3,29000,James Ponsoldt,Donald Margulies,Jason Segel,United States,0,3072991,Modern Man Films,106
Cop Car,R,Crime,2015,"August 7, 2015 (United States)",6.3,31000,Jon Watts,Jon Watts,Kevin Bacon,United States,800000,143658,Audax Films,88
The Daughter,NA,Drama,2015,"January 27, 2017 (United States)",6.6,4900,Simon Stone,Simon Stone,Geoffrey Rush,Australia,0,1505434,Screen NSW,96
Jem and the Holograms,PG,Adventure,2015,"October 23, 2015 (United States)",4.2,7500,Jon M. Chu,Ryan Landels,Aubrey Peeples,United States,5000000,2333684,Allspark Pictures,118
Cemetery of Splendor,Unrated,Drama,2015,"September 2, 2015 (France)",6.8,4400,Apichatpong Weerasethakul,Apichatpong Weerasethakul,Jenjira Pongpas,Thailand,0,98932,Kick the Machine,122
Captive,PG-13,Action,2015,"September 18, 2015 (United States)",5.4,6500,Jerry Jameson,Brian Bird,Kate Mara,United States,2000000,2801508,BN Films,97
Our Brand Is Crisis,R,Comedy,2015,"October 30, 2015 (United States)",6.1,21000,David Gordon Green,Rachel Boynton,Sandra Bullock,United States,28000000,8527658,Fortis Films,107
Unfinished Business,R,Comedy,2015,"March 6, 2015 (United States)",5.4,33000,Ken Scott,Steve Conrad,Vince Vaughn,United States,35000000,14431253,New Regency Productions,91
Hot Tub Time Machine 2,R,Comedy,2015,"February 20, 2015 (United States)",5.1,38000,Steve Pink,Josh Heald,Rob Corddry,United States,14000000,13081651,Paramount Pictures,93
Turbo Kid,Not Rated,Action,2015,"August 28, 2015 (United States)",6.7,27000,FranÃ§ois Simard,Anouk Whissell,Munro Chambers,Canada,0,67069,EMA Films,93
The Overnight,R,Comedy,2015,"June 19, 2015 (United States)",6.1,16000,Patrick Brice,Patrick Brice,Adam Scott,United States,0,1110522,Duplass Brothers Productions,79
"Hello, My Name Is Doris",R,Comedy,2015,"April 1, 2016 (United States)",6.6,19000,Michael Showalter,Laura Terruso,Sally Field,United States,1000000,14659448,Red Crown Productions,90
Ricki and the Flash,PG-13,Comedy,2015,"August 7, 2015 (United States)",5.9,23000,Jonathan Demme,Diablo Cody,Meryl Streep,United States,18000000,41325328,Clinica Estetico,101
Danny Collins,R,Biography,2015,"April 10, 2015 (United States)",7,30000,Dan Fogelman,Dan Fogelman,Al Pacino,United States,10000000,10835752,Big Indie Pictures,106
Son of Saul,R,Drama,2015,"June 11, 2015 (Hungary)",7.5,46000,LÃ¡szlÃ³ Nemes,LÃ¡szlÃ³ Nemes,GÃ©za RÃ¶hrig,Hungary,0,6659121,Laokoon Filmgroup,107
Mr. Holmes,PG,Drama,2015,"July 24, 2015 (United States)",6.9,62000,Bill Condon,Mitch Cullin,Ian McKellen,United Kingdom,11000000,29355203,Miramax,104
Empire of Lust,NA,Action,2015,"March 5, 2015 (South Korea)",6,465,Sang-hoon Ahn,Se-hee Kim,Shin Ha-kyun,South Korea,0,3191168,Fineworks,113
Paul Blart: Mall Cop 2,PG,Action,2015,"April 17, 2015 (United States)",4.4,35000,Andy Fickman,Kevin James,Kevin James,United States,30000000,107588225,Columbia Pictures,94
Remember,R,Drama,2015,"December 17, 2015 (United States)",7.5,24000,Atom Egoyan,Benjamin August,Christopher Plummer,Canada,0,4235959,Serendipity Point Films,94
War Room,PG,Drama,2015,"August 28, 2015 (United States)",6.5,14000,Alex Kendrick,Alex Kendrick,Priscilla C. Shirer,United States,3000000,73256266,FaithStep Films,120
Dragon Blade,R,Action,2015,"September 4, 2015 (United States)",6,19000,Daniel Lee,Daniel Lee,Jackie Chan,China,65000000,122606884,Sparkle Roll Media,127
45 Years,R,Drama,2015,"August 28, 2015 (United Kingdom)",7.1,32000,Andrew Haigh,Andrew Haigh,Charlotte Rampling,United Kingdom,0,14430249,BFI Film Fund,91
Mother's Day,PG-13,Comedy,2016,"April 29, 2016 (United States)",5.7,35000,Garry Marshall,Anya Kochoff,Jennifer Aniston,United States,25000000,48782670,Open Road Films (II),118
Suicide Squad,PG-13,Action,2016,"August 5, 2016 (United States)",5.9,625000,David Ayer,David Ayer,Will Smith,United States,175000000,746846894,Atlas Entertainment,123
The Magnificent Seven,PG-13,Action,2016,"September 23, 2016 (United States)",6.9,191000,Antoine Fuqua,Akira Kurosawa,Denzel Washington,United States,90000000,162360636,Metro-Goldwyn-Mayer (MGM),132
Captain America: Civil War,PG-13,Action,2016,"May 6, 2016 (United States)",7.8,694000,Anthony Russo,Christopher Markus,Chris Evans,United States,250000000,1153337496,Marvel Studios,147
Warcraft,PG-13,Action,2016,"June 10, 2016 (United States)",6.8,249000,Duncan Jones,Charles Leavitt,Travis Fimmel,China,160000000,439048914,Legendary Entertainment,123
Deadpool,R,Action,2016,"February 12, 2016 (United States)",8,932000,Tim Miller,Rhett Reese,Ryan Reynolds,United States,58000000,782836791,Twentieth Century Fox,108
Doctor Strange,PG-13,Action,2016,"November 4, 2016 (United States)",7.5,628000,Scott Derrickson,Jon Spaihts,Benedict Cumberbatch,United States,165000000,677796076,Marvel Studios,115
Split,PG-13,Horror,2016,"January 20, 2017 (United States)",7.3,446000,M. Night Shyamalan,M. Night Shyamalan,James McAvoy,United States,9000000,278454417,Universal Pictures,117
Me Before You,PG-13,Drama,2016,"June 3, 2016 (United States)",7.4,220000,Thea Sharrock,Jojo Moyes,Emilia Clarke,United Kingdom,20000000,208314186,Metro-Goldwyn-Mayer (MGM),106
Don't Breathe,R,Crime,2016,"August 26, 2016 (United States)",7.1,235000,Fede Alvarez,Fede Alvarez,Stephen Lang,United States,9900000,157830487,Screen Gems,88
Lady Macbeth,R,Drama,2016,"July 14, 2017 (United States)",6.8,21000,William Oldroyd,Nikolai Leskov,Florence Pugh,United Kingdom,0,5401447,Sixty-Six Pictures,89
Moana,PG,Animation,2016,"November 23, 2016 (United States)",7.6,289000,Directors,Jared Bush,Auli'i Cravalho,United States,150000000,644411850,Hurwitz Creative,107
Arrival,PG-13,Drama,2016,"November 11, 2016 (United States)",7.9,621000,Denis Villeneuve,Eric Heisserer,Amy Adams,United States,47000000,203388186,Lava Bear Films,116
X-Men: Apocalypse,PG-13,Action,2016,"May 27, 2016 (United States)",6.9,404000,Bryan Singer,Simon Kinberg,James McAvoy,United States,178000000,543934105,Twentieth Century Fox,144
Captain Fantastic,R,Comedy,2016,"July 29, 2016 (United States)",7.9,201000,Matt Ross,Matt Ross,Viggo Mortensen,United States,5000000,23123592,Electric City Entertainment,118
Star Trek Beyond,PG-13,Action,2016,"July 22, 2016 (United States)",7,234000,Justin Lin,Simon Pegg,Chris Pine,United States,185000000,343471816,Paramount Pictures,122
Sing,PG,Animation,2016,"December 21, 2016 (United States)",7.1,140000,Garth Jennings,Garth Jennings,Matthew McConaughey,United States,75000000,634208384,Dentsu,108
La La Land,PG-13,Comedy,2016,"December 25, 2016 (United States)",8,527000,Damien Chazelle,Damien Chazelle,Ryan Gosling,United States,30000000,448906865,Summit Entertainment,128
The Conjuring 2,R,Horror,2016,"June 10, 2016 (United States)",7.3,242000,James Wan,Chad Hayes,Vera Farmiga,Canada,40000000,321788219,New Line Cinema,134
Passengers,PG-13,Drama,2016,"December 21, 2016 (United States)",7,364000,Morten Tyldum,Jon Spaihts,Jennifer Lawrence,United States,110000000,303144152,Columbia Pictures,116
Zootopia,PG,Animation,2016,"March 4, 2016 (United States)",8,450000,Byron Howard,Byron Howard,Ginnifer Goodwin,United States,150000000,1024121104,Walt Disney Pictures,108
The Huntsman: Winter's War,PG-13,Action,2016,"April 22, 2016 (United States)",6.1,101000,Cedric Nicolas-Troyan,Evan Spiliotopoulos,Chris Hemsworth,United States,115000000,164989338,Universal Pictures,114
Hacksaw Ridge,R,Biography,2016,"November 4, 2016 (United States)",8.1,457000,Mel Gibson,Robert Schenkkan,Andrew Garfield,Australia,40000000,180563636,Summit Entertainment,139
The Handmaiden,Not Rated,Drama,2016,"June 1, 2016 (South Korea)",8.1,123000,Park Chan-Wook,Sarah Waters,Kim Min-hee,South Korea,0,37767206,CJ Entertainment,145
13 Hours,R,Action,2016,"January 15, 2016 (United States)",7.3,126000,Michael Bay,Chuck Hogan,John Krasinski,United States,50000000,69411370,Paramount Pictures,144
Nocturnal Animals,R,Drama,2016,"December 9, 2016 (United States)",7.5,248000,Tom Ford,Tom Ford,Amy Adams,United States,22500000,30311857,Focus Features,116
Rogue One: A Star Wars Story,PG-13,Action,2016,"December 16, 2016 (United States)",7.8,572000,Gareth Edwards,Chris Weitz,Felicity Jones,United States,200000000,1056057720,Lucasfilm,133
Batman v Superman: Dawn of Justice,PG-13,Action,2016,"March 25, 2016 (United States)",6.4,655000,Zack Snyder,Chris Terrio,Ben Affleck,United States,250000000,873637528,Warner Bros.,152
Your Name.,TV-PG,Animation,2016,"April 7, 2017 (United States)",8.4,215000,Makoto Shinkai,Makoto Shinkai,RyÃ»nosuke Kamiki,Japan,0,358180115,Amuse,106
Kung Fu Panda 3,PG,Animation,2016,"January 29, 2016 (United States)",7.1,141000,Alessandro Carloni,Jonathan Aibel,Jack Black,United States,145000000,521170825,China Film Group Corporation (CFGC),95
The Nice Guys,R,Action,2016,"May 20, 2016 (United States)",7.4,294000,Shane Black,Shane Black,Russell Crowe,United States,50000000,62788218,Warner Bros.,116
Independence Day: Resurgence,PG-13,Action,2016,"June 24, 2016 (United States)",5.2,171000,Roland Emmerich,Nicolas Wright,Liam Hemsworth,United States,165000000,389681935,Twentieth Century Fox,120
Raw,R,Drama,2016,"March 15, 2017 (Belgium)",7,64000,Julia Ducournau,Julia Ducournau,Garance Marillier,France,0,3096815,Petit Film,99
Miss Peregrine's Home for Peculiar Children,PG-13,Adventure,2016,"September 30, 2016 (United States)",6.7,160000,Tim Burton,Ransom Riggs,Eva Green,United States,110000000,296482446,Twentieth Century Fox,127
Fantastic Beasts and Where to Find Them,PG-13,Adventure,2016,"November 18, 2016 (United States)",7.3,422000,David Yates,J.K. Rowling,Eddie Redmayne,United Kingdom,180000000,814044001,Heyday Films,132
Train to Busan,Not Rated,Action,2016,"July 20, 2016 (South Korea)",7.6,181000,Sang-ho Yeon,Joo-Suk Park,Gong Yoo,South Korea,0,92764199,Next Entertainment World,118
Resident Evil: The Final Chapter,R,Action,2016,"January 27, 2017 (United States)",5.5,87000,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich,United States,40000000,312242626,Screen Gems,107
Criminal,R,Action,2016,"April 15, 2016 (United States)",6.3,62000,Ariel Vromen,Douglas Cook,Kevin Costner,United States,31500000,38803993,Summit Entertainment,113
Underworld: Blood Wars,R,Action,2016,"January 6, 2017 (United States)",5.8,72000,Anna Foerster,Cory Goodman,Kate Beckinsale,United States,35000000,81093313,Screen Gems,91
The Shallows,PG-13,Action,2016,"June 24, 2016 (United States)",6.3,124000,Jaume Collet-Serra,Anthony Jaswinski,Blake Lively,United States,17000000,119100758,Columbia Pictures,86
Hidden Figures,PG,Biography,2016,"January 6, 2017 (United States)",7.8,209000,Theodore Melfi,Allison Schroeder,Taraji P. Henson,United States,25000000,236225193,Fox 2000 Pictures,127
Sausage Party,R,Animation,2016,"August 12, 2016 (United States)",6.1,181000,Greg Tiernan,Kyle Hunter,Seth Rogen,United States,19000000,140705322,Annapurna Pictures,89
The Girl on the Train,R,Crime,2016,"October 7, 2016 (United States)",6.5,176000,Tate Taylor,Erin Cressida Wilson,Emily Blunt,United States,45000000,173185859,Dreamworks Pictures,112
Hell or High Water,R,Action,2016,"August 26, 2016 (United States)",7.6,211000,David Mackenzie,Taylor Sheridan,Chris Pine,United States,12000000,37879877,CBS Films,102
The Purge: Election Year,R,Action,2016,"July 1, 2016 (United States)",6,93000,James DeMonaco,James DeMonaco,Frank Grillo,United States,10000000,118587880,Universal Pictures,108
Ghostbusters,PG-13,Action,2016,"July 15, 2016 (United States)",6.7,209000,Paul Feig,Katie Dippold,Melissa McCarthy,United States,144000000,229147509,Columbia Pictures,117
The Accountant,R,Action,2016,"October 14, 2016 (United States)",7.3,271000,Gavin O'Connor,Bill Dubuque,Ben Affleck,United States,44000000,155160045,Warner Bros.,128
The Neon Demon,R,Horror,2016,"June 24, 2016 (United States)",6.2,87000,Nicolas Winding Refn,Nicolas Winding Refn,Elle Fanning,United States,7000000,3377430,Space Rocket Nation,117
Moonlight,R,Drama,2016,"November 18, 2016 (United States)",7.4,284000,Barry Jenkins,Barry Jenkins,Mahershala Ali,United States,4000000,65336603,A24,111
Jason Bourne,PG-13,Action,2016,"July 29, 2016 (United States)",6.6,213000,Paul Greengrass,Paul Greengrass,Matt Damon,United States,120000000,415484914,Universal Pictures,123
Manchester by the Sea,R,Drama,2016,"December 16, 2016 (United States)",7.8,257000,Kenneth Lonergan,Kenneth Lonergan,Casey Affleck,United States,9000000,78988148,Amazon Studios,137
Central Intelligence,PG-13,Action,2016,"June 17, 2016 (United States)",6.3,166000,Rawson Marshall Thurber,Ike Barinholtz,Dwayne Johnson,United States,50000000,216972543,New Line Cinema,107
War Dogs,R,Biography,2016,"August 19, 2016 (United States)",7.1,188000,Todd Phillips,Stephen Chin,Jonah Hill,United States,40000000,86234523,BZ Entertainment,114
The Legend of Tarzan,PG-13,Action,2016,"July 1, 2016 (United States)",6.2,168000,David Yates,Adam Cozad,Alexander SkarsgÃ¥rd,United Kingdom,180000000,356700357,Village Roadshow Pictures,110
Silence,R,Drama,2016,"January 13, 2017 (United States)",7.2,104000,Martin Scorsese,Jay Cocks,Andrew Garfield,United States,46000000,23834809,SharpSword Films,161
American Honey,R,Adventure,2016,"October 14, 2016 (United Kingdom)",7,40000,Andrea Arnold,Andrea Arnold,Sasha Lane,United Kingdom,0,2290649,Maven Pictures,163
Gods of Egypt,PG-13,Action,2016,"February 26, 2016 (United States)",5.4,110000,Alex Proyas,Matt Sazama,Brenton Thwaites,United States,140000000,150680864,Pyramania,127
Hunt for the Wilderpeople,PG-13,Adventure,2016,"July 1, 2016 (United States)",7.9,118000,Taika Waititi,Taika Waititi,Sam Neill,New Zealand,0,23915910,Piki Films,101
The Founder,PG-13,Biography,2016,"January 20, 2017 (United States)",7.2,134000,John Lee Hancock,Robert Siegel,Michael Keaton,United States,25000000,24121245,The Weinstein Company,115
Inferno,PG-13,Action,2016,"October 28, 2016 (United States)",6.2,165000,Ron Howard,Dan Brown,Tom Hanks,United States,75000000,220021259,Columbia Pictures,121
Now You See Me 2,PG-13,Action,2016,"June 10, 2016 (United States)",6.5,260000,Jon M. Chu,Ed Solomon,Jesse Eisenberg,United States,90000000,334897606,Summit Entertainment,129
Miss Sloane,R,Drama,2016,"December 9, 2016 (United States)",7.5,68000,John Madden,Jonathan Perera,Jessica Chastain,France,13000000,9101546,EuropaCorp,132
The Jungle Book,PG,Adventure,2016,"April 15, 2016 (United States)",7.4,264000,Jon Favreau,Justin Marks,Neel Sethi,United Kingdom,175000000,966554929,Fairview Entertainment,106
10 Cloverfield Lane,PG-13,Action,2016,"March 11, 2016 (United States)",7.2,300000,Dan Trachtenberg,Josh Campbell,John Goodman,United States,15000000,110216998,Paramount Pictures,103
The Lost City of Z,PG-13,Biography,2016,"April 21, 2017 (United States)",6.6,83000,James Gray,James Gray,Charlie Hunnam,United States,30000000,19263938,Keep Your Head,141
Finding Dory,PG,Animation,2016,"June 17, 2016 (United States)",7.3,250000,Andrew Stanton,Andrew Stanton,Ellen DeGeneres,United States,200000000,1028570942,Pixar Animation Studios,97
Lion,PG-13,Biography,2016,"January 6, 2017 (United States)",8,221000,Garth Davis,Saroo Brierley,Dev Patel,United Kingdom,12000000,140853810,The Weinstein Company,118
Lights Out,PG-13,Drama,2016,"July 22, 2016 (United States)",6.3,119000,David F. Sandberg,Eric Heisserer,Teresa Palmer,United States,4900000,148868835,New Line Cinema,81
Meet the Blacks,R,Comedy,2016,"April 1, 2016 (United States)",4.8,36000,Deon Taylor,Deon Taylor,Mike Epps,United States,900000,9097072,Hidden Empire Film Group (HEFG),94
Allied,R,Action,2016,"November 23, 2016 (United States)",7.1,146000,Robert Zemeckis,Steven Knight,Brad Pitt,United Kingdom,85000000,119520023,Paramount Pictures,124
Jack Reacher: Never Go Back,PG-13,Action,2016,"October 21, 2016 (United States)",6.1,144000,Edward Zwick,Richard Wenk,Tom Cruise,China,60000000,162146076,Paramount Pictures,118
Bridget Jones's Baby,R,Comedy,2016,"September 16, 2016 (United States)",6.5,71000,Sharon Maguire,Helen Fielding,RenÃ©e Zellweger,United States,35000000,211952420,Universal Pictures,123
How to Be Single,R,Comedy,2016,"February 12, 2016 (United States)",6.1,83000,Christian Ditter,Abby Kohn,Dakota Johnson,United States,38000000,112343513,New Line Cinema,110
Snowden,R,Biography,2016,"September 16, 2016 (United States)",7.3,143000,Oliver Stone,Kieran Fitzgerald,Joseph Gordon-Levitt,United Kingdom,40000000,37357216,Endgame Entertainment,134
Dangal,Not Rated,Action,2016,"December 21, 2016 (United States)",8.4,167000,Nitesh Tiwari,Piyush Gupta,Aamir Khan,India,0,303723636,Aamir Khan Productions,161
The Bad Batch,R,Action,2016,"June 23, 2017 (United States)",5.3,28000,Ana Lily Amirpour,Ana Lily Amirpour,Suki Waterhouse,United States,6000000,201890,Human Stew Factory,118
Triple 9,R,Action,2016,"February 26, 2016 (United States)",6.3,69000,John Hillcoat,Matt Cook,Casey Affleck,United States,20000000,23177948,Worldview Entertainment,115
Deepwater Horizon,PG-13,Action,2016,"September 30, 2016 (United States)",7.1,157000,Peter Berg,Matthew Michael Carnahan,Mark Wahlberg,United States,110000000,121790373,Summit Entertainment,107
The Choice,PG-13,Drama,2016,"February 5, 2016 (United States)",6.6,37000,Ross Katz,Bryan Sipe,Benjamin Walker,United States,0,23079932,Nicholas Sparks Productions,111
Sully,PG-13,Biography,2016,"September 9, 2016 (United States)",7.4,248000,Clint Eastwood,Todd Komarnicki,Tom Hanks,United States,60000000,240797623,Flashlight Films,96
Morgan,R,Action,2016,"September 2, 2016 (United States)",5.8,41000,Luke Scott,Seth W. Owen,Kate Mara,United States,8000000,8809407,Burk A Project,92
Pride and Prejudice and Zombies,PG-13,Action,2016,"February 5, 2016 (United States)",5.8,53000,Burr Steers,Burr Steers,Lily James,United States,28000000,16457494,Cross Creek Pictures,108
The Infiltrator,R,Biography,2016,"July 13, 2016 (United States)",7,71000,Brad Furman,Ellen Furman,Bryan Cranston,United Kingdom,28000000,21011110,George Films,127
The Edge of Seventeen,R,Comedy,2016,"November 18, 2016 (United States)",7.3,110000,Kelly Fremon Craig,Kelly Fremon Craig,Hailee Steinfeld,United States,9000000,19370020,Gracie Films,104
A Cure for Wellness,R,Drama,2016,"February 17, 2017 (United States)",6.4,90000,Gore Verbinski,Justin Haythe,Dane DeHaan,United States,40000000,26620002,New Regency Productions,146
London Has Fallen,R,Action,2016,"March 4, 2016 (United States)",5.9,149000,Babak Najafi,Creighton Rothenberger,Gerard Butler,United States,60000000,205754447,Millennium Films,99
Dirty Grandpa,R,Comedy,2016,"January 22, 2016 (United States)",5.9,117000,Dan Mazer,John Phillips,Robert De Niro,United States,25000000,94073028,Lionsgate,102
"Hail, Caesar!",PG-13,Comedy,2016,"February 5, 2016 (United States)",6.3,127000,Ethan Coen,Joel Coen,Josh Brolin,United States,22000000,63945241,Universal Pictures,106
The 5th Wave,PG-13,Action,2016,"January 22, 2016 (United States)",5.2,103000,J Blakeson,Susannah Grant,ChloÃ« Grace Moretz,United States,38000000,109906372,Columbia Pictures,112
Trolls,PG,Animation,2016,"November 4, 2016 (United States)",6.5,75000,Mike Mitchell,Jonathan Aibel,Anna Kendrick,United States,125000000,346864886,DreamWorks Animation,92
Allegiant,PG-13,Action,2016,"March 18, 2016 (United States)",5.7,113000,Robert Schwentke,Noah Oppenheim,Shailene Woodley,United States,110000000,179246868,Mandeville Films,120
Paterson,R,Comedy,2016,"December 28, 2016 (United States)",7.4,74000,Jim Jarmusch,Jim Jarmusch,Adam Driver,France,5000000,9588282,K5 International,118
Swiss Army Man,R,Comedy,2016,"July 1, 2016 (United States)",7,109000,Dan Kwan,Daniel Scheinert,Paul Dano,United States,3000000,4935501,Astrakan Films,97
The Great Wall,PG-13,Action,2016,"February 17, 2017 (United States)",5.9,128000,Yimou Zhang,Carlo Bernard,Matt Damon,United States,150000000,334933831,Legendary East,103
Mike and Dave Need Wedding Dates,R,Comedy,2016,"July 8, 2016 (United States)",6,85000,Jake Szymanski,Andrew Jay Cohen,Zac Efron,United States,33000000,77068246,Twentieth Century Fox,98
Bad Moms,R,Comedy,2016,"July 29, 2016 (United States)",6.2,117000,Jon Lucas,Jon Lucas,Mila Kunis,United States,20000000,183936074,STX Entertainment,100
Collateral Beauty,PG-13,Drama,2016,"December 16, 2016 (United States)",6.8,95000,David Frankel,Allan Loeb,Will Smith,United States,36000000,88528280,New Line Cinema,97
The Boy,PG-13,Horror,2016,"January 22, 2016 (United States)",6,84000,William Brent Bell,Stacey Menear,Lauren Cohan,United States,10000000,73929392,Lakeshore Entertainment,97
Fences,PG-13,Drama,2016,"December 25, 2016 (United States)",7.2,101000,Denzel Washington,August Wilson,Denzel Washington,United States,24000000,64414761,BRON Studios,139
Alice Through the Looking Glass,PG,Adventure,2016,"May 27, 2016 (United States)",6.2,98000,James Bobin,Linda Woolverton,Mia Wasikowska,United States,170000000,299820798,Walt Disney Pictures,113
The Brothers Grimsby,R,Action,2016,"March 11, 2016 (United States)",6.2,96000,Louis Leterrier,Sacha Baron Cohen,Sacha Baron Cohen,United Kingdom,35000000,27979040,Blue Sky Films,83
Ice Age: Collision Course,PG,Animation,2016,"July 22, 2016 (United States)",5.7,60000,Mike Thurmeier,Michael J. Wilson,Ray Romano,United States,105000000,408754975,Blue Sky Studios,94
Patriots Day,R,Action,2016,"January 13, 2017 (United States)",7.4,96000,Peter Berg,Peter Berg,Mark Wahlberg,Hong Kong,45000000,52185751,CBS Films,133
Keeping Up with the Joneses,PG-13,Action,2016,"October 21, 2016 (United States)",5.9,60000,Greg Mottola,Michael LeSieur,Zach Galifianakis,United States,40000000,29918745,Fox 2000 Pictures,105
Genius,PG-13,Biography,2016,"June 10, 2016 (United States)",6.6,19000,Michael Grandage,John Logan,Colin Firth,United Kingdom,0,7435006,Desert Wolf Productions,104
The Secret Life of Pets,PG,Animation,2016,"July 8, 2016 (United States)",6.5,188000,Chris Renaud,Cinco Paul,Louis C.K.,United States,75000000,875458631,Universal Pictures,87
Popstar: Never Stop Never Stopping,R,Comedy,2016,"June 3, 2016 (United States)",6.7,57000,Akiva Schaffer,Andy Samberg,Andy Samberg,United States,20000000,9680029,Universal Pictures,87
Goldstone,R,Crime,2016,"July 7, 2016 (Australia)",6.5,5100,Ivan Sen,Ivan Sen,Aaron Pedersen,Australia,0,650352,Bunya Productions,110
20th Century Women,R,Comedy,2016,"January 20, 2017 (United States)",7.3,42000,Mike Mills,Mike Mills,Annette Bening,United States,7000000,7214806,A24,119
Assassin's Creed,PG-13,Action,2016,"December 21, 2016 (United States)",5.7,190000,Justin Kurzel,Michael Lesslie,Michael Fassbender,United States,125000000,240697856,New Regency Productions,115
Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,Action,2016,"June 3, 2016 (United States)",6,87000,Dave Green,Josh Appelbaum,Megan Fox,United States,135000000,245623848,Paramount Pictures,112
White Girl,Not Rated,Crime,2016,"December 1, 2016 (United States)",5.7,10000,Elizabeth Wood,Elizabeth Wood,Morgan Saylor,United States,0,200242,Bank Street Films,88
Everybody Wants Some!!,R,Comedy,2016,"April 7, 2016 (Russia)",6.9,53000,Richard Linklater,Richard Linklater,Blake Jenner,United States,10000000,4644472,Annapurna Pictures,117
The Take,R,Action,2016,"November 18, 2016 (United States)",6.3,40000,James Watkins,Andrew Baldwin,Idris Elba,United Kingdom,20000000,14857808,StudioCanal,92
The Finest Hours,PG-13,Action,2016,"January 29, 2016 (United States)",6.8,63000,Craig Gillespie,Scott Silver,Chris Pine,United States,80000000,52099090,Walt Disney Pictures,117
Greater,PG,Biography,2016,"August 26, 2016 (United States)",7.3,5300,David L. Hunt,Brian Reindl,Neal McDonough,United States,9000000,2000620,Greater Productions,130
The Love Witch,Unrated,Comedy,2016,"March 10, 2017 (United Kingdom)",6.2,14000,Anna Biller,Anna Biller,Samantha Robinson,United States,0,246218,Anna Biller Productions,120
